,med_inc,county,time,state,fips_county
767,67318,Rush County,2020,18,139
768,60070,St. Joseph County,2020,18,141
769,59286,Scott County,2020,18,143
770,59252,Shelby County,2020,18,145
771,66667,Spencer County,2020,18,147
772,51996,Starke County,2020,18,149
773,62273,Steuben County,2020,18,151
774,45227,Sullivan County,2020,18,153
775,55618,Switzerland County,2020,18,155
776,52806,Tippecanoe County,2020,18,157
777,76368,Tipton County,2020,18,159
778,59098,Union County,2020,18,161
779,49482,Vanderburgh County,2020,18,163
780,52433,Vermillion County,2020,18,165
781,45897,Vigo County,2020,18,167
782,55750,Wabash County,2020,18,169
783,68135,Warren County,2020,18,171
784,82453,Warrick County,2020,18,173
785,49494,Washington County,2020,18,175
786,49798,Wayne County,2020,18,177
787,66597,Wells County,2020,18,179
788,57787,White County,2020,18,181
789,61841,Whitley County,2020,18,183
790,55265,Adair County,2020,19,001
791,56291,Adams County,2020,19,003
792,55320,Allamakee County,2020,19,005
793,49737,Appanoose County,2020,19,007
794,56338,Audubon County,2020,19,009
795,72308,Benton County,2020,19,011
796,56091,Black Hawk County,2020,19,013
797,70656,Boone County,2020,19,015
798,74596,Bremer County,2020,19,017
799,66852,Buchanan County,2020,19,019
800,61189,Buena Vista County,2020,19,021
801,54822,Butler County,2020,19,023
802,62000,Calhoun County,2020,19,025
803,61701,Carroll County,2020,19,027
804,55301,Cass County,2020,19,029
805,68592,Cedar County,2020,19,031
806,57659,Cerro Gordo County,2020,19,033
807,61360,Cherokee County,2020,19,035
808,63869,Chickasaw County,2020,19,037
809,69923,Clarke County,2020,19,039
810,59940,Clay County,2020,19,041
811,56256,Clayton County,2020,19,043
812,56017,Clinton County,2020,19,045
813,56707,Crawford County,2020,19,047
814,92025,Dallas County,2020,19,049
815,57225,Davis County,2020,19,051
816,46373,Decatur County,2020,19,053
817,66364,Delaware County,2020,19,055
818,55153,Des Moines County,2020,19,057
819,67477,Dickinson County,2020,19,059
820,65986,Dubuque County,2020,19,061
821,57652,Emmet County,2020,19,063
822,53254,Fayette County,2020,19,065
823,60790,Floyd County,2020,19,067
824,59596,Franklin County,2020,19,069
825,62234,Fremont County,2020,19,071
826,54857,Greene County,2020,19,073
827,71837,Grundy County,2020,19,075
828,65344,Guthrie County,2020,19,077
829,61650,Hamilton County,2020,19,079
830,58053,Hancock County,2020,19,081
831,58502,Hardin County,2020,19,083
832,63118,Harrison County,2020,19,085
833,56260,Henry County,2020,19,087
834,60034,Howard County,2020,19,089
835,62071,Humboldt County,2020,19,091
836,56096,Ida County,2020,19,093
837,67820,Iowa County,2020,19,095
838,61538,Jackson County,2020,19,097
839,63458,Jasper County,2020,19,099
840,52830,Jefferson County,2020,19,101
841,68790,Johnson County,2020,19,103
842,61736,Jones County,2020,19,105
843,54790,Keokuk County,2020,19,107
844,65006,Kossuth County,2020,19,109
845,58619,Lee County,2020,19,111
846,69559,Linn County,2020,19,113
847,72404,Louisa County,2020,19,115
848,48662,Lucas County,2020,19,117
849,67280,Lyon County,2020,19,119
850,75563,Madison County,2020,19,121
851,59704,Mahaska County,2020,19,123
852,64327,Marion County,2020,19,125
853,64341,Marshall County,2020,19,127
854,76010,Mills County,2020,19,129
855,67127,Mitchell County,2020,19,131
856,58079,Monona County,2020,19,133
857,58297,Monroe County,2020,19,135
858,54767,Montgomery County,2020,19,137
859,62877,Muscatine County,2020,19,139
860,63559,O'Brien County,2020,19,141
861,63695,Osceola County,2020,19,143
862,52739,Page County,2020,19,145
863,63164,Palo Alto County,2020,19,147
864,72261,Plymouth County,2020,19,149
865,56360,Pocahontas County,2020,19,151
866,67821,Polk County,2020,19,153
867,61607,Pottawattamie County,2020,19,155
868,60023,Poweshiek County,2020,19,157
869,53466,Ringgold County,2020,19,159
870,54107,Sac County,2020,19,161
871,67038,Scott County,2020,19,163
872,54234,Shelby County,2020,19,165
873,74868,Sioux County,2020,19,167
874,61341,Story County,2020,19,169
875,58329,Tama County,2020,19,171
876,70519,Taylor County,2020,19,173
877,48862,Union County,2020,19,175
878,51908,Van Buren County,2020,19,177
879,49060,Wapello County,2020,19,179
880,82206,Warren County,2020,19,181
881,65061,Washington County,2020,19,183
882,52016,Wayne County,2020,19,185
883,58355,Webster County,2020,19,187
884,52706,Winnebago County,2020,19,189
885,61813,Winneshiek County,2020,19,191
886,60553,Woodbury County,2020,19,193
887,54474,Worth County,2020,19,195
888,57133,Wright County,2020,19,197
889,48616,Allen County,2020,20,001
890,53936,Anderson County,2020,20,003
891,56691,Atchison County,2020,20,005
892,52749,Barber County,2020,20,007
893,51149,Barton County,2020,20,009
894,49821,Bourbon County,2020,20,011
895,49483,Brown County,2020,20,013
896,71827,Butler County,2020,20,015
897,57338,Chase County,2020,20,017
898,43155,Chautauqua County,2020,20,019
899,48336,Cherokee County,2020,20,021
900,50623,Cheyenne County,2020,20,023
901,58365,Clark County,2020,20,025
902,53119,Clay County,2020,20,027
903,55001,Cloud County,2020,20,029
904,59142,Coffey County,2020,20,031
905,49314,Comanche County,2020,20,033
906,51398,Cowley County,2020,20,035
907,46714,Crawford County,2020,20,037
908,48189,Decatur County,2020,20,039
909,56755,Dickinson County,2020,20,041
910,57012,Doniphan County,2020,20,043
911,65149,Douglas County,2020,20,045
912,51756,Edwards County,2020,20,047
913,45974,Elk County,2020,20,049
914,55505,Ellis County,2020,20,051
915,53443,Ellsworth County,2020,20,053
916,65023,Finney County,2020,20,055
917,54442,Ford County,2020,20,057
918,60899,Franklin County,2020,20,059
919,50102,Geary County,2020,20,061
920,57676,Gove County,2020,20,063
921,47104,Graham County,2020,20,065
922,67764,Grant County,2020,20,067
923,72095,Gray County,2020,20,069
924,66089,Greeley County,2020,20,071
925,50399,Greenwood County,2020,20,073
926,61342,Hamilton County,2020,20,075
927,48275,Harper County,2020,20,077
928,63861,Harvey County,2020,20,079
929,66053,Haskell County,2020,20,081
930,60414,Hodgeman County,2020,20,083
931,57871,Jackson County,2020,20,085
932,63712,Jefferson County,2020,20,087
933,46688,Jewell County,2020,20,089
934,91799,Johnson County,2020,20,091
935,66713,Kearny County,2020,20,093
936,58678,Kingman County,2020,20,095
937,56664,Kiowa County,2020,20,097
938,50222,Labette County,2020,20,099
939,60530,Lane County,2020,20,101
940,76429,Leavenworth County,2020,20,103
941,50231,Lincoln County,2020,20,105
942,55006,Linn County,2020,20,107
943,56833,Logan County,2020,20,109
944,56290,Lyon County,2020,20,111
945,68904,McPherson County,2020,20,113
946,53709,Marion County,2020,20,115
947,56429,Marshall County,2020,20,117
948,52590,Meade County,2020,20,119
949,78717,Miami County,2020,20,121
950,53745,Mitchell County,2020,20,123
951,44071,Montgomery County,2020,20,125
952,53793,Morris County,2020,20,127
953,56878,Morton County,2020,20,129
954,62744,Nemaha County,2020,20,131
955,56085,Neosho County,2020,20,133
956,55311,Ness County,2020,20,135
957,47512,Norton County,2020,20,137
958,55287,Osage County,2020,20,139
959,47811,Osborne County,2020,20,141
960,60560,Ottawa County,2020,20,143
961,53821,Pawnee County,2020,20,145
962,56047,Phillips County,2020,20,147
963,75476,Pottawatomie County,2020,20,149
964,62958,Pratt County,2020,20,151
965,54417,Rawlins County,2020,20,153
966,57611,Reno County,2020,20,155
967,52537,Republic County,2020,20,157
968,59659,Rice County,2020,20,159
969,56333,Riley County,2020,20,161
970,51376,Rooks County,2020,20,163
971,50673,Rush County,2020,20,165
972,56536,Russell County,2020,20,167
973,56928,Saline County,2020,20,169
974,68514,Scott County,2020,20,171
975,59789,Sedgwick County,2020,20,173
976,54330,Seward County,2020,20,175
977,56191,Shawnee County,2020,20,177
978,58186,Sheridan County,2020,20,179
979,52718,Sherman County,2020,20,181
980,49114,Smith County,2020,20,183
981,55004,Stafford County,2020,20,185
982,68439,Stanton County,2020,20,187
983,66592,Stevens County,2020,20,189
984,56609,Sumner County,2020,20,191
985,65158,Thomas County,2020,20,193
986,60246,Trego County,2020,20,195
987,64886,Wabaunsee County,2020,20,197
988,57386,Wallace County,2020,20,199
989,51751,Washington County,2020,20,201
990,61326,Wichita County,2020,20,203
991,50472,Wilson County,2020,20,205
992,45357,Woodson County,2020,20,207
993,52223,Wyandotte County,2020,20,209
994,42429,Adair County,2020,21,001
995,49980,Allen County,2020,21,003
996,65443,Anderson County,2020,21,005
997,48623,Ballard County,2020,21,007
998,45298,Barren County,2020,21,009
999,41778,Bath County,2020,21,011
1000,30202,Bell County,2020,21,013
1001,82393,Boone County,2020,21,015
1002,52368,Bourbon County,2020,21,017
1003,54694,Boyd County,2020,21,019
1004,53374,Boyle County,2020,21,021
1005,55112,Bracken County,2020,21,023
1006,33852,Breathitt County,2020,21,025
1007,50292,Breckinridge County,2020,21,027
1008,71835,Bullitt County,2020,21,029
1009,44933,Butler County,2020,21,031
1010,47670,Caldwell County,2020,21,033
1011,47438,Calloway County,2020,21,035
1012,64151,Campbell County,2020,21,037
1013,46935,Carlisle County,2020,21,039
1014,52640,Carroll County,2020,21,041
1015,44720,Carter County,2020,21,043
1016,35069,Casey County,2020,21,045
1017,46950,Christian County,2020,21,047
1018,58340,Clark County,2020,21,049
1019,26866,Clay County,2020,21,051
1020,37428,Clinton County,2020,21,053
1021,46844,Crittenden County,2020,21,055
1022,38275,Cumberland County,2020,21,057
1023,54948,Daviess County,2020,21,059
1024,44459,Edmonson County,2020,21,061
1025,35030,Elliott County,2020,21,063
1026,39719,Estill County,2020,21,065
1027,60215,Fayette County,2020,21,067
1028,44691,Fleming County,2020,21,069
1029,35087,Floyd County,2020,21,071
1030,59911,Franklin County,2020,21,073
1031,36421,Fulton County,2020,21,075
1032,55650,Gallatin County,2020,21,077
1033,54951,Garrard County,2020,21,079
1034,56274,Grant County,2020,21,081
1035,44475,Graves County,2020,21,083
1036,42297,Grayson County,2020,21,085
1037,41322,Green County,2020,21,087
1038,55777,Greenup County,2020,21,089
1039,57111,Hancock County,2020,21,091
1040,56557,Hardin County,2020,21,093
1041,30745,Harlan County,2020,21,095
1042,55934,Harrison County,2020,21,097
1043,41608,Hart County,2020,21,099
1044,54701,Henderson County,2020,21,101
1045,53170,Henry County,2020,21,103
1046,46553,Hickman County,2020,21,105
1047,47631,Hopkins County,2020,21,107
1048,35889,Jackson County,2020,21,109
1049,62067,Jefferson County,2020,21,111
1050,67610,Jessamine County,2020,21,113
1051,40455,Johnson County,2020,21,115
1052,66015,Kenton County,2020,21,117
1053,33253,Knott County,2020,21,119
1054,31568,Knox County,2020,21,121
1055,50980,Larue County,2020,21,123
1056,50743,Laurel County,2020,21,125
1057,38213,Lawrence County,2020,21,127
1058,30575,Lee County,2020,21,129
1059,39098,Leslie County,2020,21,131
1060,36259,Letcher County,2020,21,133
1061,39288,Lewis County,2020,21,135
1062,43748,Lincoln County,2020,21,137
1063,52994,Livingston County,2020,21,139
1064,51905,Logan County,2020,21,141
1065,51970,Lyon County,2020,21,143
1066,50650,McCracken County,2020,21,145
1067,31453,McCreary County,2020,21,147
1068,48088,McLean County,2020,21,149
1069,55336,Madison County,2020,21,151
1070,32389,Magoffin County,2020,21,153
1071,57062,Marion County,2020,21,155
1072,56286,Marshall County,2020,21,157
1073,30320,Martin County,2020,21,159
1074,49216,Mason County,2020,21,161
1075,56845,Meade County,2020,21,163
1076,40773,Menifee County,2020,21,165
1077,53743,Mercer County,2020,21,167
1078,39993,Metcalfe County,2020,21,169
1079,38449,Monroe County,2020,21,171
1080,51234,Montgomery County,2020,21,173
1081,38274,Morgan County,2020,21,175
1082,45599,Muhlenberg County,2020,21,177
1083,68264,Nelson County,2020,21,179
1084,48290,Nicholas County,2020,21,181
1085,48621,Ohio County,2020,21,183
1086,105897,Oldham County,2020,21,185
1087,45177,Owen County,2020,21,187
1088,25997,Owsley County,2020,21,189
1089,60824,Pendleton County,2020,21,191
1090,35555,Perry County,2020,21,193
1091,38917,Pike County,2020,21,195
1092,40215,Powell County,2020,21,197
1093,44717,Pulaski County,2020,21,199
1094,49529,Robertson County,2020,21,201
1095,42205,Rockcastle County,2020,21,203
1096,46535,Rowan County,2020,21,205
1097,41088,Russell County,2020,21,207
1098,70526,Scott County,2020,21,209
1099,75600,Shelby County,2020,21,211
1100,56107,Simpson County,2020,21,213
1101,83583,Spencer County,2020,21,215
1102,48384,Taylor County,2020,21,217
1103,50393,Todd County,2020,21,219
1104,50258,Trigg County,2020,21,221
1105,64971,Trimble County,2020,21,223
1106,53064,Union County,2020,21,225
1107,56552,Warren County,2020,21,227
1108,51897,Washington County,2020,21,229
1109,36628,Wayne County,2020,21,231
1110,52901,Webster County,2020,21,233
1111,34559,Whitley County,2020,21,235
1112,33757,Wolfe County,2020,21,237
1113,69544,Woodford County,2020,21,239
1114,45183,Acadia Parish,2020,22,001
1115,49671,Allen Parish,2020,22,003
1116,88680,Ascension Parish,2020,22,005
1117,52046,Assumption Parish,2020,22,007
1118,40448,Avoyelles Parish,2020,22,009
1119,53708,Beauregard Parish,2020,22,011
1120,39695,Bienville Parish,2020,22,013
1121,53225,Bossier Parish,2020,22,015
1122,43216,Caddo Parish,2020,22,017
1123,57252,Calcasieu Parish,2020,22,019
1124,42490,Caldwell Parish,2020,22,021
1125,60887,Cameron Parish,2020,22,023
1126,39222,Catahoula Parish,2020,22,025
1127,37407,Claiborne Parish,2020,22,027
1128,37546,Concordia Parish,2020,22,029
1129,43733,De Soto Parish,2020,22,031
1130,57099,East Baton Rouge Parish,2020,22,033
1131,32813,East Carroll Parish,2020,22,035
1132,52158,East Feliciana Parish,2020,22,037
1133,38415,Evangeline Parish,2020,22,039
1134,42706,Franklin Parish,2020,22,041
1135,56380,Grant Parish,2020,22,043
1136,50449,Iberia Parish,2020,22,045
1137,36990,Iberville Parish,2020,22,047
1138,41940,Jackson Parish,2020,22,049
1139,58586,Jefferson Parish,2020,22,051
1140,47924,Jefferson Davis Parish,2020,22,053
1141,59362,Lafayette Parish,2020,22,055
1142,56743,Lafourche Parish,2020,22,057
1143,48306,La Salle Parish,2020,22,059
1144,44728,Lincoln Parish,2020,22,061
1145,61680,Livingston Parish,2020,22,063
1146,33841,Madison Parish,2020,22,065
1147,36290,Morehouse Parish,2020,22,067
1148,44720,Natchitoches Parish,2020,22,069
1149,51704,Orleans Parish,2020,22,071
1150,45251,Ouachita Parish,2020,22,073
1151,55861,Plaquemines Parish,2020,22,075
1152,49583,Pointe Coupee Parish,2020,22,077
1153,45130,Rapides Parish,2020,22,079
1154,42135,Red River Parish,2020,22,081
1155,43794,Richland Parish,2020,22,083
1156,38833,Sabine Parish,2020,22,085
1157,50790,St. Bernard Parish,2020,22,087
1158,69889,St. Charles Parish,2020,22,089
1159,40709,St. Helena Parish,2020,22,091
1160,58309,St. James Parish,2020,22,093
1161,56697,St. John the Baptist Parish,2020,22,095
1162,39153,St. Landry Parish,2020,22,097
1163,48524,St. Martin Parish,2020,22,099
1164,47236,St. Mary Parish,2020,22,101
1165,67462,St. Tammany Parish,2020,22,103
1166,47272,Tangipahoa Parish,2020,22,105
1167,33294,Tensas Parish,2020,22,107
1168,55402,Terrebonne Parish,2020,22,109
1169,42342,Union Parish,2020,22,111
1170,52709,Vermilion Parish,2020,22,113
1171,55124,Vernon Parish,2020,22,115
1172,38604,Washington Parish,2020,22,117
1173,41747,Webster Parish,2020,22,119
1174,62919,West Baton Rouge Parish,2020,22,121
1175,38513,West Carroll Parish,2020,22,123
1176,58499,West Feliciana Parish,2020,22,125
1177,42991,Winn Parish,2020,22,127
1178,57723,Androscoggin County,2020,23,001
1179,45523,Aroostook County,2020,23,003
1180,75455,Cumberland County,2020,23,005
1181,49317,Franklin County,2020,23,007
1182,58466,Hancock County,2020,23,009
1183,53876,Kennebec County,2020,23,011
1184,66058,Knox County,2020,23,013
1185,64825,Lincoln County,2020,23,015
1186,47611,Oxford County,2020,23,017
1187,52079,Penobscot County,2020,23,019
1188,48769,Piscataquis County,2020,23,021
1189,68433,Sagadahoc County,2020,23,023
1190,43694,Somerset County,2020,23,025
1191,56085,Waldo County,2020,23,027
1192,48582,Washington County,2020,23,029
1193,67965,York County,2020,23,031
1194,53023,Allegany County,2020,24,001
1195,105979,Anne Arundel County,2020,24,003
1196,79974,Baltimore County,2020,24,005
1197,111665,Calvert County,2020,24,009
1198,60617,Caroline County,2020,24,011
1199,104817,Carroll County,2020,24,013
1200,84248,Cecil County,2020,24,015
1201,102681,Charles County,2020,24,017
1202,54846,Dorchester County,2020,24,019
1203,99254,Frederick County,2020,24,021
1204,56929,Garrett County,2020,24,023
1205,102537,Harford County,2020,24,025
1206,124042,Howard County,2020,24,027
1207,64437,Kent County,2020,24,029
1208,115394,Montgomery County,2020,24,031
1209,85246,Prince George's County,2020,24,033
1210,93427,Queen Anne's County,2020,24,035
1211,105197,St. Mary's County,2020,24,037
1212,51787,Somerset County,2020,24,039
1213,69311,Talbot County,2020,24,041
1214,63237,Washington County,2020,24,043
1215,59387,Wicomico County,2020,24,045
1216,62481,Worcester County,2020,24,047
1217,51485,Baltimore city,2020,24,510
1218,76287,Barnstable County,2020,25,001
1219,65458,Berkshire County,2020,25,003
1220,71998,Bristol County,2020,25,005
1221,80459,Dukes County,2020,25,007
1222,88269,Essex County,2020,25,009
1223,62920,Franklin County,2020,25,011
1224,61600,Hampden County,2020,25,013
1225,73864,Hampshire County,2020,25,015
1226,111158,Middlesex County,2020,25,017
1227,95713,Nantucket County,2020,25,019
1228,106348,Norfolk County,2020,25,021
1229,88420,Plymouth County,2020,25,023
1230,85221,Suffolk County,2020,25,025
1231,77931,Worcester County,2020,25,027
1232,45573,Alcona County,2020,26,001
1233,51126,Alger County,2020,26,003
1234,63732,Allegan County,2020,26,005
1235,40442,Alpena County,2020,26,007
1236,58738,Antrim County,2020,26,009
1237,50286,Arenac County,2020,26,011
1238,48846,Baraga County,2020,26,013
1239,68693,Barry County,2020,26,015
1240,55860,Bay County,2020,26,017
1241,64526,Benzie County,2020,26,019
1242,56346,Berrien County,2020,26,021
1243,51757,Branch County,2020,26,023
1244,52310,Calhoun County,2020,26,025
1245,61180,Cass County,2020,26,027
1246,66728,Charlevoix County,2020,26,029
1247,50788,Cheboygan County,2020,26,031
1248,52579,Chippewa County,2020,26,033
1249,43726,Clare County,2020,26,035
1250,76367,Clinton County,2020,26,037
1251,49625,Crawford County,2020,26,039
1252,49414,Delta County,2020,26,041
1253,59408,Dickinson County,2020,26,043
1254,67658,Eaton County,2020,26,045
1255,60401,Emmet County,2020,26,047
1256,48721,Genesee County,2020,26,049
1257,48694,Gladwin County,2020,26,051
1258,48975,Gogebic County,2020,26,053
1259,67290,Grand Traverse County,2020,26,055
1260,54161,Gratiot County,2020,26,057
1261,54974,Hillsdale County,2020,26,059
1262,47399,Houghton County,2020,26,061
1263,53616,Huron County,2020,26,063
1264,62711,Ingham County,2020,26,065
1265,58371,Ionia County,2020,26,067
1266,43450,Iosco County,2020,26,069
1267,45098,Iron County,2020,26,071
1268,53607,Isabella County,2020,26,073
1269,57267,Jackson County,2020,26,075
1270,63279,Kalamazoo County,2020,26,077
1271,52903,Kalkaska County,2020,26,079
1272,65012,Kent County,2020,26,081
1273,49890,Keweenaw County,2020,26,083
1274,39971,Lake County,2020,26,085
1275,68959,Lapeer County,2020,26,087
1276,77687,Leelanau County,2020,26,089
1277,58849,Lenawee County,2020,26,091
1278,87686,Livingston County,2020,26,093
1279,48764,Luce County,2020,26,095
1280,48480,Mackinac County,2020,26,097
1281,64870,Macomb County,2020,26,099
1282,53488,Manistee County,2020,26,101
1283,52793,Marquette County,2020,26,103
1284,52571,Mason County,2020,26,105
1285,52949,Mecosta County,2020,26,107
1286,53031,Menominee County,2020,26,109
1287,65249,Midland County,2020,26,111
1288,51030,Missaukee County,2020,26,113
1289,69182,Monroe County,2020,26,115
1290,52589,Montcalm County,2020,26,117
1291,43350,Montmorency County,2020,26,119
1292,58445,Muskegon County,2020,26,121
1293,51122,Newaygo County,2020,26,123
1294,82849,Oakland County,2020,26,125
1295,52388,Oceana County,2020,26,127
1296,46144,Ogemaw County,2020,26,129
1297,43309,Ontonagon County,2020,26,131
1298,51474,Osceola County,2020,26,133
1299,43683,Oscoda County,2020,26,135
1300,61330,Otsego County,2020,26,137
1301,77465,Ottawa County,2020,26,139
1302,49713,Presque Isle County,2020,26,141
1303,43551,Roscommon County,2020,26,143
1304,51893,Saginaw County,2020,26,145
1305,59138,St. Clair County,2020,26,147
1306,54896,St. Joseph County,2020,26,149
1307,51171,Sanilac County,2020,26,151
1308,49684,Schoolcraft County,2020,26,153
1309,59733,Shiawassee County,2020,26,155
1310,51940,Tuscola County,2020,26,157
1311,56526,Van Buren County,2020,26,159
1312,77019,Washtenaw County,2020,26,161
1313,51777,Wayne County,2020,26,163
1314,56550,Wexford County,2020,26,165
1315,49822,Aitkin County,2020,27,001
1316,84779,Anoka County,2020,27,003
1317,60159,Becker County,2020,27,005
1318,58138,Beltrami County,2020,27,007
1319,70143,Benton County,2020,27,009
1320,54796,Big Stone County,2020,27,011
1321,67193,Blue Earth County,2020,27,013
1322,61978,Brown County,2020,27,015
1323,67695,Carlton County,2020,27,017
1324,107932,Carver County,2020,27,019
1325,52271,Cass County,2020,27,021
1326,63406,Chippewa County,2020,27,023
1327,85178,Chisago County,2020,27,025
1328,74266,Clay County,2020,27,027
1329,51147,Clearwater County,2020,27,029
1330,58561,Cook County,2020,27,031
1331,53525,Cottonwood County,2020,27,033
1332,58213,Crow Wing County,2020,27,035
1333,90562,Dakota County,2020,27,037
1334,77340,Dodge County,2020,27,039
1335,69848,Douglas County,2020,27,041
1336,55599,Faribault County,2020,27,043
1337,66204,Fillmore County,2020,27,045
1338,62233,Freeborn County,2020,27,047
1339,73474,Goodhue County,2020,27,049
1340,66740,Grant County,2020,27,051
1341,81772,Hennepin County,2020,27,053
1342,61117,Houston County,2020,27,055
1343,62750,Hubbard County,2020,27,057
1344,73401,Isanti County,2020,27,059
1345,59365,Itasca County,2020,27,061
1346,62766,Jackson County,2020,27,063
1347,62422,Kanabec County,2020,27,065
1348,65344,Kandiyohi County,2020,27,067
1349,51016,Kittson County,2020,27,069
1350,56870,Koochiching County,2020,27,071
1351,65446,Lac qui Parle County,2020,27,073
1352,63741,Lake County,2020,27,075
1353,57302,Lake of the Woods County,2020,27,077
1354,78559,Le Sueur County,2020,27,079
1355,57252,Lincoln County,2020,27,081
1356,63255,Lyon County,2020,27,083
1357,76095,McLeod County,2020,27,085
1358,48951,Mahnomen County,2020,27,087
1359,62240,Marshall County,2020,27,089
1360,58578,Martin County,2020,27,091
1361,66861,Meeker County,2020,27,093
1362,55547,Mille Lacs County,2020,27,095
1363,62618,Morrison County,2020,27,097
1364,61565,Mower County,2020,27,099
1365,63414,Murray County,2020,27,101
1366,75827,Nicollet County,2020,27,103
1367,63011,Nobles County,2020,27,105
1368,50573,Norman County,2020,27,107
1369,82683,Olmsted County,2020,27,109
1370,67329,Otter Tail County,2020,27,111
1371,64240,Pennington County,2020,27,113
1372,58733,Pine County,2020,27,115
1373,58662,Pipestone County,2020,27,117
1374,60068,Polk County,2020,27,119
1375,64306,Pope County,2020,27,121
1376,66123,Ramsey County,2020,27,123
1377,68683,Red Lake County,2020,27,125
1378,61316,Redwood County,2020,27,127
1379,56296,Renville County,2020,27,129
1380,74301,Rice County,2020,27,131
1381,64588,Rock County,2020,27,133
1382,61775,Roseau County,2020,27,135
1383,57972,St. Louis County,2020,27,137
1384,99924,Scott County,2020,27,139
1385,92673,Sherburne County,2020,27,141
1386,61225,Sibley County,2020,27,143
1387,66317,Stearns County,2020,27,145
1388,70532,Steele County,2020,27,147
1389,68234,Stevens County,2020,27,149
1390,59165,Swift County,2020,27,151
1391,52842,Todd County,2020,27,153
1392,56085,Traverse County,2020,27,155
1393,74348,Wabasha County,2020,27,157
1394,46968,Wadena County,2020,27,159
1395,66523,Waseca County,2020,27,161
1396,101409,Washington County,2020,27,163
1397,60656,Watonwan County,2020,27,165
1398,65769,Wilkin County,2020,27,167
1399,65302,Winona County,2020,27,169
1400,85855,Wright County,2020,27,171
1401,62290,Yellow Medicine County,2020,27,173
1402,36519,Adams County,2020,28,001
1403,46368,Alcorn County,2020,28,003
1404,42649,Amite County,2020,28,005
1405,40985,Attala County,2020,28,007
1406,38972,Benton County,2020,28,009
1407,36034,Bolivar County,2020,28,011
1408,42107,Calhoun County,2020,28,013
1409,46814,Carroll County,2020,28,015
1410,40471,Chickasaw County,2020,28,017
1411,43449,Choctaw County,2020,28,019
1412,34551,Claiborne County,2020,28,021
1413,38314,Clarke County,2020,28,023
1414,36536,Clay County,2020,28,025
1415,30047,Coahoma County,2020,28,027
1416,41476,Copiah County,2020,28,029
1417,42221,Covington County,2020,28,031
1418,66532,DeSoto County,2020,28,033
1419,42082,Forrest County,2020,28,035
1420,41548,Franklin County,2020,28,037
1421,49995,George County,2020,28,039
1422,46493,Greene County,2020,28,041
1423,42577,Grenada County,2020,28,043
1424,55710,Hancock County,2020,28,045
1425,47505,Harrison County,2020,28,047
1426,44671,Hinds County,2020,28,049
1427,30003,Holmes County,2020,28,051
1428,30474,Humphreys County,2020,28,053
1429,32675,Issaquena County,2020,28,055
1430,48097,Itawamba County,2020,28,057
1431,55831,Jackson County,2020,28,059
1432,42806,Jasper County,2020,28,061
1433,32683,Jefferson County,2020,28,063
1434,35567,Jefferson Davis County,2020,28,065
1435,49115,Jones County,2020,28,067
1436,37305,Kemper County,2020,28,069
1437,55786,Lafayette County,2020,28,071
1438,62527,Lamar County,2020,28,073
1439,44821,Lauderdale County,2020,28,075
1440,36272,Lawrence County,2020,28,077
1441,43614,Leake County,2020,28,079
1442,57936,Lee County,2020,28,081
1443,34818,Leflore County,2020,28,083
1444,44695,Lincoln County,2020,28,085
1445,47860,Lowndes County,2020,28,087
1446,67151,Madison County,2020,28,089
1447,38727,Marion County,2020,28,091
1448,46117,Marshall County,2020,28,093
1449,49114,Monroe County,2020,28,095
1450,40300,Montgomery County,2020,28,097
1451,49215,Neshoba County,2020,28,099
1452,49925,Newton County,2020,28,101
1453,35880,Noxubee County,2020,28,103
1454,44234,Oktibbeha County,2020,28,105
1455,41060,Panola County,2020,28,107
1456,50611,Pearl River County,2020,28,109
1457,47073,Perry County,2020,28,111
1458,37054,Pike County,2020,28,113
1459,53272,Pontotoc County,2020,28,115
1460,44543,Prentiss County,2020,28,117
1461,31077,Quitman County,2020,28,119
1462,68583,Rankin County,2020,28,121
1463,42069,Scott County,2020,28,123
1464,46163,Sharkey County,2020,28,125
1465,41988,Simpson County,2020,28,127
1466,48968,Smith County,2020,28,129
1467,51493,Stone County,2020,28,131
1468,35149,Sunflower County,2020,28,133
1469,35150,Tallahatchie County,2020,28,135
1470,61751,Tate County,2020,28,137
1471,45568,Tippah County,2020,28,139
1472,48897,Tishomingo County,2020,28,141
1473,36850,Tunica County,2020,28,143
1474,50116,Union County,2020,28,145
1475,30992,Walthall County,2020,28,147
1476,48283,Warren County,2020,28,149
1477,35344,Washington County,2020,28,151
1478,36193,Wayne County,2020,28,153
1479,51351,Webster County,2020,28,155
1480,35394,Wilkinson County,2020,28,157
1481,44029,Winston County,2020,28,159
1482,42532,Yalobusha County,2020,28,161
1483,37367,Yazoo County,2020,28,163
1484,49175,Adair County,2020,29,001
1485,69387,Andrew County,2020,29,003
1486,53603,Atchison County,2020,29,005
1487,48258,Audrain County,2020,29,007
1488,47853,Barry County,2020,29,009
1489,46353,Barton County,2020,29,011
1490,52140,Bates County,2020,29,013
1491,44141,Benton County,2020,29,015
1492,48198,Bollinger County,2020,29,017
1493,62673,Boone County,2020,29,019
1494,53133,Buchanan County,2020,29,021
1495,42099,Butler County,2020,29,023
1496,47870,Caldwell County,2020,29,025
1497,61268,Callaway County,2020,29,027
1498,64357,Camden County,2020,29,029
1499,57763,Cape Girardeau County,2020,29,031
